State,1996,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Average,652.1428571,708.7959184,713.0612245,736.5918367,740.7346939,775.4693878,774.7755102,747.1632653,759.0408163,770.9183673,770.3877551,801.8979592,806.7755102,803.9795918,823.3469388,812.4285714,824.4489796,854.2040816,879.7142857,885.4285714,898.7959184,910.0204082,932.4081633
